Date,Close,High,Low,Open,Volume,SMA_20,SMA_50,Daily_Return,Volatility_20d,RSI_14,MACD,MACD_Signal,USD_Close,USD_Return_5d,SP500_Close,SP500_Return_5d
2016-09-13,24.707902908325195,24.90016540997437,24.54539629470703,24.607195641973306,248704800,24.586824703216553,23.768532333374022,0.023804900347802915,0.1882738532621494,47.06270472676085,0.09285908200373783,0.19532711084978657,95.62999725341795,0.00854247586163992,2127.02001953125,-0.027194377020892113
2016-09-14,25.58224105834961,25.870634002352464,24.856682681789376,24.886438576490644,443554800,24.614176654815672,23.847688369750976,0.035386983398328464,0.2275603493398546,60.20744813682857,0.18000048931738277,0.1922617865433058,95.33000183105467,0.003896406383206541,2125.77001953125,-0.02762373065374535
2016-09-15,26.451988220214844,26.488610310692344,25.975911521431676,26.06059879598285,359934400,24.68684673309326,23.941780776977538,0.03399808327509146,0.25523209722068546,68.46712503371187,0.31560392403592985,0.21693021404183063,95.29000091552734,0.0027360006268579706,2147.260009765625,-0.01560539050131482
2016-09-16,26.3032169342041,26.58016497559097,26.10180065307844,26.348994552349197,319547600,24.75368022918701,24.03103103637695,-0.005624200524066869,0.25664889210243735,68.40388525655067,0.40638151048366566,0.25482047333019764,96.11000061035156,0.008076403419735811,2139.159912109375,0.00533405388783903
2016-09-19,25.99652099609375,26.5916162050447,25.920989217686817,26.365022616061893,188092000,24.80197467803955,24.110778045654296,-0.011660016296772047,0.2616909612120759,64.75972415138261,0.4484066499825339,0.2935377086606649,95.83999633789062,0.007781260522006228,2139.1201171875,-0.00922628645814727
2016-09-20,25.99423217773437,26.12011847749904,25.75161685044761,25.875213832151637,138057200,24.85988245010376,24.189113426208497,-8.804325623890108e-05,0.25928638005941135,67.13449639394867,0.4760396979830901,0.33003810652515,96.0199966430664,0.004078211867087678,2139.760009765625,0.005989595827679439
2016-09-21,25.98964500427246,26.09035225799833,25.735584933446983,26.05830880278046,144012800,24.913669872283936,24.265353660583497,-0.0001764688962746508,0.2594295854150715,66.92403452033255,0.49189863972465275,0.36241021316505057,95.66000366210938,0.003461678639632648,2163.1201171875,0.01757014978717497
2016-09-22,26.23454475402832,26.3077871734488,26.092636802422447,26.17274542581406,124296000,24.989086627960205,24.34899616241455,0.009422974023523656,0.25793345088092495,67.57222753645937,0.5182542164004253,0.3935790138121255,95.4499969482422,0.0016790432487947538,2177.179931640625,0.01393400041863857
2016-09-23,25.79739189147949,26.273468750733983,25.53188863097393,26.188781447637243,209924800,25.047910022735596,24.415153846740722,-0.016663253227663044,0.2662452074673089,60.659250652733064,0.4981245485054586,0.41448812075079217,95.4800033569336,-0.006554960455906089,2164.68994140625,0.011934605333782766
2016-09-26,25.83629608154297,25.95302682671023,25.53188321108831,25.552481829874388,119477600,25.115888023376463,24.482135162353515,0.0015080667932299008,0.26446823414988435,61.021367345578234,0.47978027630215436,0.42754655186106466,95.30999755859376,-0.005530037557892942,2146.10009765625,0.003263014738007053
2016-09-27,25.88436508178711,25.904965449843164,25.71270291501741,25.86376645996892,98429600,25.187642574310303,24.54529727935791,0.0018605221155705287,0.2640876231955564,60.26035420811483,0.4637749658910977,0.4347922346670713,95.44000244140624,-0.006040348072664181,2159.929931640625,0.00942625424484378
2016-09-28,26.081199645996094,26.239129368791215,25.96218133422534,26.021691363229483,118564400,25.27862367630005,24.61221393585205,0.007604380620774176,0.261461333055987,70.00491220909402,0.46165191053852084,0.4401641698413612,95.43000030517578,-0.0024043837354011943,2171.3701171875,0.0038139352199852983
2016-09-29,25.676084518432617,26.046875455570937,25.589109642617057,25.900390535124732,143548000,25.3482045173645,24.67061840057373,-0.01553284101430008,0.27020264269790795,72.12737449836834,0.4224106813764408,0.43661347214837715,95.54000091552734,0.0009429436371166666,2151.1298828125,-0.011965041772406426
2016-09-30,25.87520408630371,25.94844652051524,25.58910055481533,25.74016231139776,145516400,25.420531272888184,24.73541831970215,0.00775505968319079,0.270547967969097,70.01594784467375,0.40273651372775987,0.42983808046425376,95.45999908447266,-0.0002095126912192713,2168.27001953125,0.001653852617190088
2016-10-03,25.75390243530273,25.875211835824874,25.698971029751696,25.7973907439095,86807200,25.475348663330077,24.80129810333252,-0.00468794953641305,0.2707722163794276,63.41773248260522,0.3730562049348123,0.4184817053583655,95.75,0.00461654026520919,2161.199951171875,0.0070359502485999315
2016-10-04,25.863767623901367,26.16360366322302,25.77908032250488,25.87750003906482,118947200,25.536003208160402,24.875385208129885,0.004265962755533259,0.27067535687190275,54.492418030666315,0.3543152235757283,0.4056484090018381,96.12000274658205,0.007124898237437449,2150.489990234375,-0.004370485018039272
2016-10-05,25.87520408630371,26.014822749369028,25.792806129536068,25.95531272587298,85812400,25.589675998687746,24.95275146484375,0.0004421808364754032,0.2704285580263331,37.323657313982494,0.3365066485877364,0.3918200569190177,96.12999725341795,0.007335187530165044,2159.72998046875,-0.005360733587798983
2016-10-06,26.06747055053711,26.170467146015195,25.8935190762136,26.023982245396795,115117200,25.68546380996704,25.005370216369627,0.007430529382188356,0.248973790403498,44.916052488480844,0.33405672346661675,0.38026739022853756,96.66000366210938,0.01172286723727689,2160.77001953125,0.004481429408691007
2016-10-07,26.106374740600582,26.22081615432756,25.980490233243355,26.163595447464072,97433600,25.810548114776612,25.052438430786133,0.001492442083632417,0.228700445742555,52.67838624380444,0.3314338203885612,0.3705006762605423,96.5199966430664,0.011104101914517717,2153.739990234375,-0.006701208413155246
2016-10-10,26.561864852905277,26.722082206181536,26.257450135442184,26.326113967029936,144944000,25.931970882415772,25.109208335876463,0.01744746702024158,0.22438100760151977,61.33476133636106,0.3619372093244877,0.36878798287333137,96.5199966430664,0.008041740397560337,2163.659912109375,0.0011382384754201613
2016-10-11,26.619083404541016,27.166113425353146,26.59619371631581,26.939518084837463,256164000,26.027529907226562,25.15874496459961,0.002154161688292744,0.21306198218357678,62.31017552445824,0.38627567817316333,0.3722855219332978,97.6999969482422,0.01643772530703913,2136.72998046875,-0.006398546297872065
2016-10-12,26.85710906982422,27.003595680121983,26.72206904517741,26.85939838695441,150347200,26.091273307800293,25.220190467834474,0.008941918159458329,0.17905568837774605,62.208562522301676,0.4199300794512908,0.3818144334368964,97.97000122070312,0.01914078872211511,2139.179931640625,-0.009515100968161216
2016-10-13,26.774717330932617,26.880003235410356,26.4863244426968,26.731229029386608,140769600,26.107409763336182,25.274023666381837,-0.0030677813713082536,0.1356350804471528,72.26312194664148,0.4349393995217028,0.39243942665385767,97.5199966430664,0.008897092368869375,2132.550048828125,-0.013060145433361314
2016-10-14,26.923490524291992,27.04708747976065,26.80904909288445,26.98071123999576,142608800,26.138423442840576,25.327856941223146,0.005556480448348111,0.1345873245746733,73.58532255862156,0.4536102110183933,0.40467358352676486,98.0199966430664,0.015540821095829882,2132.97998046875,-0.009639051073832672
2016-10-17,26.90518569946289,26.97156020403492,26.728944887875503,26.85483118186649,94499600,26.183856678009032,25.373953857421874,-0.0006798830490639673,0.1260441241444498,72.43515149482714,0.46160877860329563,0.41606062254207105,97.88999938964844,0.01419397839028469,2126.5,-0.017174562370639523
2016-10-18,26.886869430541992,27.05624225539342,26.882290795519253,27.049376049096928,98214000,26.228488540649415,25.41561050415039,-0.0006807709534323303,0.12617621096339757,69.21437246687312,0.4611538368416177,0.4250792654019804,97.9000015258789,0.0020471298248112557,2139.60009765625,0.00134322877187798
2016-10-19,26.8067626953125,26.953247594229147,26.046871627343243,26.83651684013572,80138400,26.269344425201417,25.453650856018065,-0.002979399867895971,0.1271235895515834,81.91264520282894,0.4491518057354824,0.4298937734686808,97.87000274658205,-0.0010207050410850904,2144.2900390625,0.0023888160814764525
2016-10-20,26.793027877807617,26.866270325468047,26.625944362631184,26.747252002858986,96503200,26.29726858139038,25.49512451171875,-0.0005123639008929315,0.12384279218997894,78.93269776525014,0.4335343109569436,0.4306218809663334,98.31999969482422,0.008203477023137173,2141.340087890625,0.004121844205874803
2016-10-21,26.68774032592773,26.75869519784017,26.61449788277504,26.735805515536917,92770800,26.341786003112794,25.53481273651123,-0.003929662312153082,0.10670471541844115,79.73775382776385,0.4079588130636047,0.4260892673857877,98.6999969482422,0.006937363073495906,2141.159912109375,0.0038349781599109622
2016-10-24,26.92807388305664,26.94867250612925,26.779299646881928,26.802187587930813,94154800,26.396374893188476,25.5781632232666,0.009005391771420346,0.1097820861865939,81.29226255300857,0.4024438342222574,0.4213601807530817,98.66999816894533,0.007968115069570292,2151.330078125,0.011676500411474278
2016-10-25,27.065399169921875,27.0905764251278,26.8502487149759,26.99673361095342,192516000,26.455426597595213,25.618309364318847,0.00509970699952822,0.1102915376808724,82.58168067911362,0.4044914510711628,0.41798643481669795,98.72000122070312,0.00837589052138532,2143.159912109375,0.001663775607892548
2016-10-26,26.45657730102539,26.481754563272364,25.934724494884776,26.163607427138604,264536800,26.47419548034668,25.646736869812013,-0.02249447218842704,0.13895708108751942,58.67366895805765,0.35291913340752146,0.4049729745348627,98.62999725341795,0.007765346740653323,2139.429931640625,-0.002266534532800346
2016-10-27,26.2025089263916,26.51836662459886,26.115532327492296,26.41079140779448,138248000,26.50051670074463,25.670815315246582,-0.009603221601304446,0.13111346894423698,51.955378785292474,0.2882240383053123,0.3816231872889526,98.88999938964844,0.005797393171210752,2133.0400390625,-0.0038761002397807998
2016-10-28,26.02856063842773,26.36959563079452,25.96676128472614,26.062893418679984,151446800,26.50818452835083,25.692055587768554,-0.006638611915085191,0.1313022157006793,37.74946437725355,0.2203761768542627,0.3493737852020147,98.3499984741211,-0.003546083940657474,2126.409912109375,-0.00688878953719485
2016-10-31,25.987361907958984,26.145291650936,25.90954082220301,26.012539163976705,105677600,26.519857501983644,25.711190185546876,-0.0015828278421174957,0.13018678358541105,35.381127758219534,0.16142110261044706,0.31178324868370116,98.4499969482422,-0.0022296668165173728,2126.14990234375,-0.011704468801549961
2016-11-01,25.518150329589844,26.040002986475454,25.29842298701894,25.969049856566283,175303200,26.502576637268067,25.724831657409666,-0.018055375533344797,0.14486808153320163,22.00965866137595,0.07596168944284543,0.26461893683553006,97.6999969482422,-0.010332295987117712,2111.719970703125,-0.014669899912090889
2016-11-02,25.54104232788086,25.71499382324578,25.45864608927429,25.497555763718104,113326800,26.485868549346925,25.737374572753907,0.0008970868967907997,0.1449218379272329,23.552656220227448,0.00996679079124263,0.21368850762667257,97.4000015258789,-0.012470807683170881,2097.93994140625,-0.019393011951813866
